name,value,year,lastValue,rank,image
Mark Eaton,0,1984.0,0,524,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,0,1985.0,0,507,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,1451,1986.0,0,6,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,1772,1987.0,1451,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,2076,1988.0,1772,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,2391,1989.0,2076,2,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,2592,1990.0,2391,2,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,2780,1991.0,2592,2,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,2985,1992.0,2780,2,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,1993.0,2985,2,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,1994.0,3064,2,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,1995.0,3064,2,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,1996.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,1997.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,1998.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,1999.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2000.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2001.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2002.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2003.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2004.0,3064,3,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2005.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2006.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2007.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2008.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2009.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2010.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2011.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2012.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2013.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2014.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2015.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2016.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2017.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2018.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Mark Eaton,3064,2019.0,3064,4,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/eatonma01.jpg
Tim Duncan,0,1974.0,0,949,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1975.0,0,925,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1976.0,0,902,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1977.0,0,857,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1978.0,0,831,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1979.0,0,813,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1980.0,0,786,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1981.0,0,772,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1982.0,0,746,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1983.0,0,727,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1984.0,0,708,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1985.0,0,691,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1986.0,0,676,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1987.0,0,665,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1988.0,0,653,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1989.0,0,638,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1990.0,0,616,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1991.0,0,600,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1992.0,0,588,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1993.0,0,572,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1994.0,0,559,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1995.0,0,546,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1996.0,0,533,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1997.0,0,522,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1998.0,0,511,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,0,1999.0,0,503,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,497,2000.0,0,129,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,689,2001.0,497,94,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
Tim Duncan,892,2002.0,689,65,https://d2cwpp38twqe55.cloudfront.net/req/201905091/images/players/duncati01.jpg
