name,value,year,lastValue,rank,image,largeDate
annemunition,1679.000, 2017.02,1679.000,0,annemunition, 2017.02
annemunition,1725.300, 2017.021,1679.000,0,annemunition, 2017.021
annemunition,1771.600, 2017.022,1679.000,0,annemunition, 2017.022
annemunition,1817.900, 2017.023,1679.000,0,annemunition, 2017.023
annemunition,1864.200, 2017.024,1679.000,0,annemunition, 2017.024
annemunition,1910.500, 2017.025,1679.000,0,annemunition, 2017.025
annemunition,1956.800, 2017.026,1679.000,0,annemunition, 2017.026
annemunition,2003.100, 2017.027,1679.000,0,annemunition, 2017.027
annemunition,2049.400, 2017.028,1679.000,0,annemunition, 2017.028
annemunition,2095.700, 2017.029,1679.000,0,annemunition, 2017.029
annemunition,2142.000, 2017.03,1679.000,0,annemunition, 2017.03
annemunition,1927.800, 2017.031,2142.000,0,annemunition, 2017.03
annemunition,1713.600, 2017.032,2142.000,0,annemunition, 2017.03
annemunition,1499.400, 2017.033,2142.000,0,annemunition, 2017.03
annemunition,1285.200, 2017.034,2142.000,0,annemunition, 2017.03
annemunition,1071.000, 2017.035,2142.000,0,annemunition, 2017.03
annemunition,856.800, 2017.036,2142.000,0,annemunition, 2017.03
annemunition,642.600, 2017.037,2142.000,0,annemunition, 2017.03
annemunition,428.400, 2017.038,2142.000,0,annemunition, 2017.03
annemunition,214.200, 2017.039,2142.000,0,annemunition, 2017.03
annemunition,0.000, 2017.04,2142.000,0,annemunition, 2017.03
annemunition,219.800, 2017.041,0.000,0,annemunition, 2017.03
annemunition,439.600, 2017.042,0.000,0,annemunition, 2017.03
annemunition,659.400, 2017.043,0.000,0,annemunition, 2017.03
annemunition,879.200, 2017.044,0.000,0,annemunition, 2017.03
annemunition,1099.000, 2017.045,0.000,0,annemunition, 2017.03
annemunition,1318.800, 2017.046,0.000,0,annemunition, 2017.03
annemunition,1538.600, 2017.047,0.000,0,annemunition, 2017.03
annemunition,1758.400, 2017.048,0.000,0,annemunition, 2017.03
annemunition,1978.200, 2017.049,0.000,0,annemunition, 2017.03
annemunition,2198.000, 2017.05,0.000,0,annemunition, 2017.05
annemunition,1978.200, 2017.051,2198.000,0,annemunition, 2017.05
annemunition,1758.400, 2017.052,2198.000,0,annemunition, 2017.05
annemunition,1538.600, 2017.053,2198.000,0,annemunition, 2017.05
annemunition,1318.800, 2017.054,2198.000,0,annemunition, 2017.05
annemunition,1099.000, 2017.055,2198.000,0,annemunition, 2017.05
annemunition,879.200, 2017.056,2198.000,0,annemunition, 2017.05
annemunition,659.400, 2017.057,2198.000,0,annemunition, 2017.05
annemunition,439.600, 2017.058,2198.000,0,annemunition, 2017.05
annemunition,219.800, 2017.059,2198.000,0,annemunition, 2017.05
annemunition,0.000, 2017.06,2198.000,0,annemunition, 2017.05
annemunition,0.000, 2017.061,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.062,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.063,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.064,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.065,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.066,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.067,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.068,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.069,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.07,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.071,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.072,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.073,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.074,0.000,0,annemunition, 2017.05
annemunition,0.000, 2017.075,0.000,0,annemunition, 2017.05
